name,address,zipcode,cuisine,price,violation_code,critical_flag,grade,median_household_income,median_real_estate_value,population_density,cost_of_living,population,neighborhood,borough
new york spa & sauna cafe,"149-06 northern blvd,",11354,korean,$$,10H,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
rong restaurant,"133-42 39th ave, unit 104,",11354,asian cantonese,$$,06D,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
shang shang qian,"36-34 union st, ,",11354,seafood asian,$$,10B,Not Critical,Z,46566,380600,25961,155.1,56258,North Queens,Queens
san soo kap san,"38-13 union st, ,",11354,korean bars japanese barbeque,$$,06E,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
meerac,"15702 northern blvd,",11354,bars korean japanese,$$,08A,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
sentosa malaysian cuisine,"3907 prince st, ,",11354,asian malaysian,$$,04J,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
teriyaki one,"30-23 stratton st,",11354,bars japanese,$,06E,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
isari japanese cuisine,"36-36 prince st, ,",11354,bars japanese,$$,06D,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
hot kitchen sichuan style,"133-43 roosevelt ave, ,",11354,chinese,$$,02G,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
presso coffee,"133-42 39th ave, unit 101,",11354,cafe,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
chao fang restaurant,"3440 union st, ,",11354,korean asian,$$,05C,Critical,Z,46566,380600,25961,155.1,56258,North Queens,Queens
chao fang restaurant,"3440 union st, ,",11354,korean asian,$$,06E,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
yu sushi bar,"133-44 37th ave, ,",11354,bars japanese,$$,08C,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
cutting board flushing,"37-20 prince st, ,",11354,chinese italian japanese american,$$,10B,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
lucky family chinese cuisine,"135-25 40th rd,",11354,taiwanese chinese,$,09C,Not Critical,Z,46566,380600,25961,155.1,56258,North Queens,Queens
good  harvest,"133-42 39th ave, unit 102,",11354,chinese,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
happy family flushing,"3635 main st, ,",11354,chinese,$$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
red top mountain restaurant,"37-02 main st,",11354,chinese,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
jongro bbq,"15514 roosevelt ave, ,",11354,korean asian barbeque,$$,04N,Critical,B,46566,380600,25961,155.1,56258,North Queens,Queens
kato cafe,"135-01 35th ave, ,",11354,taiwanese chinese,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
happy lemon,"133-35 roosevelt ave, ste 11,",11354,bars taiwanese chinese cafe,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
chang's family restaurant,"154-28 northern blvd, ,",11354,korean,$$,10B,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
mcdonald's,"3001 stratton st, ,",11354,burgers american,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
uncle bill's diner,"3017 stratton st, ,",11354,american,$$,06F,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
diverse dim sum,"133-35 roosevelt ave, ste 12,",11354,chinese,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
king's chef,"13348 whitestone expy, ,",11354,chinese,$,10B,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
the full house seafood restaurant,"13511 40th rd, ,",11354,seafood chinese,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
bangkok thai cuisine,"3804 prince st, ,",11354,thai,$$,10I,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
lion pavilion hot pot,"136-76 39th ave, ,",11354,chinese american,$$$,06D,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
yummy sushi house,"135-11 38th ave, ,",11354,bars asian japanese,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
kulu desserts,"37-06 prince st, ,",11354,desserts cafe asian,$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
hot point pot,"136-72 roosevelt ave, ,",11354,chinese american,$$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
river japanese cuisine,"37-18 main st, lower level,",11354,bars japanese,$$,09C,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
wan chai seafood restaurant,"135-11 40th rd, ,",11354,seafood cantonese chinese,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
little lamb mongolian hot pot,"40-24 college point blvd, ,",11354,asian american chinese mongolian,$$,10J,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
wendy's,"13350 whitestone expy, ,",11354,burgers american,$,10A,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
subway,"4024 college point blvd, ste b227,",11354,,$,10B,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
da hua shi fu,"135-05 40th rd, ,",11354,chinese,$$,06C,Critical,B,46566,380600,25961,155.1,56258,North Queens,Queens
k town k food,"133-35 roosevelt ave,",11354,korean,$$,06A,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
burger king,"14474 northern blvd, ,",11354,burgers cafe american,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
mango mango,"136-28 39th ave, ,",11354,desserts cafe,$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
happy family hotpot,"36-35 main st, ,",11354,american chinese mongolian,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
zen 3 cuisine,"133-35 roosevelt ave, ste 26,",11354,chinese,$,08C,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
xiang yi noodle,"13335 roosevelt ave, ,",11354,chinese,$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
sibling's potato noodle,"13335 roosevelt ave, ,",11354,chinese,$,02G,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
xiang yi noodle,"13335 roosevelt ave, ,",11354,chinese,$,02H,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
lanzhou pulled noodle,"13335 roosevelt ave, ,",11354,asian chinese,$,02H,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
yang yang noodle,"13335 roosevelt ave, ,",11354,chinese,$,10E,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
joyful yummy house,"133-35 roosevelt ave, ste 17,",11354,chinese,$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
mcdonald's,"14401 northern blvd, ,",11354,burgers american,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
northern sushi & sashimi,"15314 northern blvd, ,",11354,seafood japanese,$$,06C,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
kfc,"152-03 northern blvd, ,",11354,,$,06A,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
snowdays,"37-20 prince st, ste 1c,",11354,desserts,$,10E,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
ihop,"155-17 northern blvd, ,",11354,american,$$,04N,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
new york spa & sauna cafe,"149-06 northern blvd,",11354,korean,$$,10H,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
vanilla cafe,"135-20 roosevelt ave, ,",11354,bakery cafe,$,02G,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
"iris tea & bakery, quickly","3907 prince st, ste 1 j,",11354,bakery,$$,08A,Not Critical,B,46566,380600,25961,155.1,56258,North Queens,Queens
subway,"25-27b parsons blvd, ,",11354,,$$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
tous les jours,"39-02 union st, ,",11354,bakery desserts cafe,$$,08A,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
canaan bakery corporation,"3640 union street, ,",11354,bakery asian,$,10B,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
tai pan bakery,"3725 main st, ,",11354,bakery,$,04N,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
viva ktv,"3720 prince st, ,",11354,bars chinese,$$,04N,Critical,B,46566,380600,25961,155.1,56258,North Queens,Queens
dunkin' donuts,"3015 stratton st, ,",11354,cafe,$,10F,Not Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
soho ktv & bar,"3202 linden pl, ,",11354,chinese,$$,06F,Critical,A,46566,380600,25961,155.1,56258,North Queens,Queens
zouji bbq,"42-83 main st,",11355,barbeque chinese,$$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
gupji,"149-11a 41st ave,",11355,seafood,$$,10B,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
leaf garden,"42-35 main st,",11355,bars desserts cafe,$,06D,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
thriving steam pot,"43-45 main st, ,",11355,chinese seafood american,$$,08A,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
ok ryan restaurant,"4104 college point blvd, ,",11355,taiwanese chinese,$$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
red mountain noodle house,"44-13 kissena blvd, ,",11355,chinese,$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
sweet haus cafe,"143-01 45th ave,",11355,bars cafe,$,02G,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
asian gourmet,"57-11 main st, ,",11355,asian vietnamese malaysian thai,$$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
yu garden dumpling house,"46-20 kissena blvd,",11355,chinese,$$,06A,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
icook buffet,"133-24 41st ave, ,",11355,korean american,$$,04L,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
new sihaiju - a+ chinese restaurant,"5906 kissena blvd, ,",11355,chinese,$$,06E,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
e noodle house,"59-08 kissena blvd, ,",11355,chinese,$$,02B,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
lake pavilion,"60-15 main st, ,",11355,seafood chinese,$$,10B,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
li's garden,"4287 main st, ,",11355,asian chinese,$$,04A,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
tasty roast house,"5916 main st, ste a,",11355,chinese,$,04L,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
yax xuan,"14922 41st ave,",11355,chinese,$,08A,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
joong koog jip,"149-08 41st ave, ,",11355,korean chinese,$$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
kanes deli diner,"4415 college point blvd, ,",11355,american,$$,04N,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
thriving steam pot,"4345 main st, ,",11355,chinese american,$$,08A,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
san feng restaurant,"4171 bowne st,",11355,seafood barbeque chinese,$$,10B,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
xi'an famous foods,"41-10 main st, ,",11355,burgers chinese,$,04L,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
xi'an famous foods,"41-10 main st, ,",11355,burgers chinese,$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
phil & sons restaurant & pizzeria,"5729 main st, ,",11355,italian,$$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
dumpling galaxy,"42-35 main st, ,",11355,seafood chinese,$$,06E,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
deng ji restaurant,"46-22 kissena blvd, ,",11355,chinese,$$,02H,Critical,Z,41884,507500,47859,163.0,83221,North Queens,Queens
homers taste restaurant,"4108 college point blvd, ,",11355,chinese,$,02B,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
kissena cafe,"6004 kissena blvd, ,",11355,chinese cafe,$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
tong's cafe,"4151 main street, ,",11355,bakery,$,02B,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
new cheng's oriental express,"4213 bowne st, ,",11355,chinese,$,04L,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
lan zhou handmade noodle,"golden shopping mall, 4128 main st.,",11355,chinese,$,10I,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
new qq cafe and bakery,"4257 main st, ,",11355,bakery taiwanese,$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
new super snack,"4128 main st, ,",11355,asian chinese,$,06F,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
new tasty house 18,"44-14 kissena blvd, ,",11355,cantonese chinese,$$,06E,Critical,B,41884,507500,47859,163.0,83221,North Queens,Queens
east buffet & restaurant,"4207 main st, ,",11355,chinese,$$,10H,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
panda king restaurant,"14911 41st ave, ,",11355,chinese,$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
venice pizza,"4194 bowne st, ,",11355,italian,$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
gyro & bowl,"59-24 kissena blvd., ,",11355,mediterranean middle eastern,$,10J,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
tous les jours,"42-35 main st, ,",11355,bakery,$,06C,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
ace bagels & rolls,"5906 main st, ,",11355,cafe,$,02G,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
singas famous pizza,"4369 kissena blvd, ,",11355,italian,$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
maple garden,"4209 main st, ,",11355,chinese,$$,10B,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
tea shop 168 & bakery,"5920 main st, ,",11355,bakery chinese cafe,$,08A,Not Critical,B,41884,507500,47859,163.0,83221,North Queens,Queens
yummy house,"14420 45th ave, ,",11355,chinese,$,10B,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
carnation bakery,"4605 kissena boulevard, ,",11355,bakery,$,10F,Not Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
tong hai tung bakery,"4112 main street, ,",11355,bakery,$,06D,Critical,Z,41884,507500,47859,163.0,83221,North Queens,Queens
kung fu tea,"41-11 kissena blvd, ,",11355,bars cafe,$,06D,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
starbucks,"4102 main st, ,",11355,cafe,$$,06F,Critical,A,41884,507500,47859,163.0,83221,North Queens,Queens
ole mexican grille,"126-11 15th ave, ,",11356,mexican,$,10B,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
lulu seafood restaurant,"2007 127th st, 3 fl,",11356,seafood chinese,$$$,06E,Critical,Z,58465,562900,14660,158.9,23037,North Queens,Queens
canaan restaurant,"1456 college point blvd, ,",11356,taiwanese chinese,$,06A,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
blue tijuana,"15-24 college point blvd, ,",11356,mexican,$$,04N,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
noodle house,"18-32 college point blvd,",11356,asian chinese,$$,10I,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
pollos a la brasa mr. mario,"1804 college point blvd, ,",11356,cuban american puerto rican colombian latin dominican,$$,06C,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
sabor restaurant & bakery,"15-20 college point blvd, ,",11356,bakery dominican colombian,$,06F,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
cascarinos pizzeria,"1460 college point blvd, ,",11356,italian,$$,10B,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
planet wings,"132-07 14th ave, ,",11356,american,$,10F,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
whitepoint pizza restaurant,"13213 14th ave, ,",11356,italian,$,02G,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
keilly's chinese restaurant,"13211 b 14th ave, ,",11356,chinese,$$,09B,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
martiniello's iv pizzeria,2249 college point blvd,11356,italian,$,10F,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
kai ying chinese restaurant,"1821 college point boulevard, ,",11356,chinese,$,08B,Not Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
happy town chinese restaurant,"1803 college point boulevard, ,",11356,chinese,$,06A,Critical,A,58465,562900,14660,158.9,23037,North Queens,Queens
ginger and lemongrass,"1008 clintonville st,",11357,asian vietnamese cafe thai,$$,10B,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
jägerhaus gastropub and biergarten,"1516 149th st, ,",11357,bars german,$$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
the blvd restaurant and lounge,"19-11 francis lewis blvd, ,",11357,bars italian american,$$,08A,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
whitestone diner,"14921 14th ave, ,",11357,american,$$,09B,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
cristina's deli,"1237 150th st, ,",11357,,$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
puccini restaurant,"2014 francis lewis blvd, ,",11357,italian,$$,08A,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
nikita's place,"1903 utopia pkwy, ,",11357,greek,$$,09B,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
freddy's pizzeria,"1266 150th st, ,",11357,italian,$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
king's chef chinese restaurant,"15327 cross island parkway, ,",11357,chinese,$$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
erin's isle,"15403 cross island pkwy, ,",11357,italian american,$$,06A,Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
pizza chef,"15381 cross island pkwy, ,",11357,italian,$,06D,Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
salerno pastry cafe,"whitestone shopping center, 15371 cross island pkwy,",11357,bakery italian,$$,06C,Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
mcdonald's,"16011 willets point blvd, ,",11357,burgers american,$,06C,Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
keilly  chinese  restaurant.,"2140 utopia pkwy, ,",11357,chinese,$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
bagel time,"15051 14th ave, ,",11357,cafe,$,10F,Not Critical,A,71978,590800,14590,156.4,40872,North Queens,Queens
joah,"161-16 northern blvd, ,",11358,korean,$$,06C,Critical,A,65722,625200,19656,158.7,38317,North Queens,Queens
hashi ramen & izakaya,"192-12 northern blvd, ,",11358,bars japanese chinese,$$,04L,Critical,A,65722,625200,19656,158.7,38317,North Queens,Queens
pelicana chicken,"41-23 162nd st, ,",11358,korean,$$,04N,Critical,A,65722,625200,19656,158.7,38317,North Queens,Queens
ginpachi,"33-41 francis lewis blvd,",11358,bars japanese,$$$,04E,Critical,A,65722,625200,19656,158.7,38317,North Queens,Queens
tang korean restaurant,"196-50 northern blvd, ,",11358,bars korean japanese,$$,02H,Critical,A,65722,625200,19656,158.7,38317,North Queens,Queens
